group,model,fold,factor,bin,lower,upper,count,mean_probability,observed_rate
O2,mlp,4,collision,8,0.8,0.9,290,0.8412055118330594,0.6827586206896552
O2,mlp,4,collision,9,0.9,1.0,84,0.9305616581723803,0.7261904761904762
O2,mlp,4,ttc,0,0.0,0.1,87391,0.0364354530466888,0.0399125768099689
O2,mlp,4,ttc,1,0.1,0.2,21917,0.1427519706184914,0.1565451476023178
O2,mlp,4,ttc,2,0.2,0.3,11429,0.2458432638832398,0.2626651500568728
O2,mlp,4,ttc,3,0.3,0.4,7225,0.3467656620893511,0.3519723183391003
O2,mlp,4,ttc,4,0.4,0.5,5265,0.4481919739773923,0.4419753086419753
O2,mlp,4,ttc,5,0.5,0.6000000000000001,4092,0.5484071284503415,0.5158846529814272
O2,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,3293,0.6473708525820413,0.5942909201336167
O2,mlp,4,ttc,7,0.7000000000000001,0.8,2569,0.7469925534497814,0.6691319579602958
O2,mlp,4,ttc,8,0.8,0.9,1527,0.8437455799272033,0.733464309102816
O2,mlp,4,ttc,9,0.9,1.0,492,0.9351821538151764,0.8191056910569106
O3,linear,0,collision,0,0.0,0.1,60607,0.0671714710632641,0.0085468675235533
O3,linear,0,collision,1,0.1,0.2,59577,0.1396163740430177,0.0505564227806032
O3,linear,0,collision,2,0.2,0.3,17247,0.2396924836444337,0.1981214124195512
O3,linear,0,collision,3,0.3,0.4,4938,0.3396897147413013,0.3319157553665451
O3,linear,0,collision,4,0.4,0.5,1480,0.4410989243436504,0.3945945945945946
O3,linear,0,collision,5,0.5,0.6000000000000001,613,0.5434421649959309,0.399673735725938
O3,linear,0,collision,6,0.6000000000000001,0.7000000000000001,322,0.6481459771994478,0.3726708074534161
O3,linear,0,collision,7,0.7000000000000001,0.8,172,0.7477149925259656,0.4186046511627907
O3,linear,0,collision,8,0.8,0.9,126,0.8431123405221909,0.492063492063492
O3,linear,0,collision,9,0.9,1.0,134,0.9522311460615984,0.4104477611940298
O3,linear,0,ttc,0,0.0,0.1,48516,0.0614977592980763,0.0351430455932063
O3,linear,0,ttc,1,0.1,0.2,49147,0.142329224933139,0.0930880826907034
O3,linear,0,ttc,2,0.2,0.3,23105,0.2446453060855651,0.2386496429344297
O3,linear,0,ttc,3,0.3,0.4,12238,0.3447321140117399,0.3507926131720869
O3,linear,0,ttc,4,0.4,0.5,6066,0.4442291833212224,0.4559841740850643
O3,linear,0,ttc,5,0.5,0.6000000000000001,3079,0.5438682101848413,0.5449821370574862
O3,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,1516,0.6434633389783724,0.5699208443271768
O3,linear,0,ttc,7,0.7000000000000001,0.8,713,0.7440335481397568,0.5553997194950911
O3,linear,0,ttc,8,0.8,0.9,405,0.8468108194845694,0.5481481481481482
O3,linear,0,ttc,9,0.9,1.0,431,0.956686557169027,0.5475638051044084
O3,linear,1,collision,0,0.0,0.1,57583,0.068760597165044,0.0090478092492575
O3,linear,1,collision,1,0.1,0.2,60714,0.1399399100071114,0.0521296570807392
O3,linear,1,collision,2,0.2,0.3,18700,0.2402362683662437,0.2013903743315508
O3,linear,1,collision,3,0.3,0.4,5321,0.3392506518258208,0.3176094719037775
O3,linear,1,collision,4,0.4,0.5,1596,0.440544822124909,0.4154135338345864
O3,linear,1,collision,5,0.5,0.6000000000000001,600,0.5434098949035009,0.3983333333333333
O3,linear,1,collision,6,0.6000000000000001,0.7000000000000001,289,0.6426157891544091,0.3979238754325259
O3,linear,1,collision,7,0.7000000000000001,0.8,172,0.7485428823288097,0.3604651162790697
O3,linear,1,collision,8,0.8,0.9,121,0.8446176239281646,0.4380165289256198
O3,linear,1,collision,9,0.9,1.0,104,0.9454750338426005,0.5192307692307693
O3,linear,1,ttc,0,0.0,0.1,45032,0.0625335561629942,0.0287573281222241
O3,linear,1,ttc,1,0.1,0.2,48913,0.1430218810324465,0.0877067446282174
O3,linear,1,ttc,2,0.2,0.3,23890,0.2452890020295784,0.2377982419422352
O3,linear,1,ttc,3,0.3,0.4,13311,0.3456043246278504,0.3554203290511607
O3,linear,1,ttc,4,0.4,0.5,7121,0.444294017794393,0.4403875860132004
O3,linear,1,ttc,5,0.5,0.6000000000000001,3589,0.5445894998373445,0.5257731958762887
O3,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,1712,0.6433618586754131,0.602803738317757
O3,linear,1,ttc,7,0.7000000000000001,0.8,833,0.7429331898832379,0.6578631452581032
O3,linear,1,ttc,8,0.8,0.9,396,0.8462011028419841,0.5757575757575758
O3,linear,1,ttc,9,0.9,1.0,403,0.9529926781323056,0.5955334987593052
O3,linear,2,collision,0,0.0,0.1,55262,0.0703148768307871,0.007039195106945
O3,linear,2,collision,1,0.1,0.2,61833,0.1398335428986759,0.0567658046674106
O3,linear,2,collision,2,0.2,0.3,18859,0.2400520615304563,0.2239779415663609
O3,linear,2,collision,3,0.3,0.4,5485,0.3396272589427944,0.3422060164083865
O3,linear,2,collision,4,0.4,0.5,1797,0.4413653164687393,0.3834168057874235
O3,linear,2,collision,5,0.5,0.6000000000000001,801,0.5422502343871918,0.3757802746566791
O3,linear,2,collision,6,0.6000000000000001,0.7000000000000001,428,0.6433543384632218,0.397196261682243
O3,linear,2,collision,7,0.7000000000000001,0.8,271,0.7459438667526105,0.4354243542435424
O3,linear,2,collision,8,0.8,0.9,205,0.8429447906773265,0.3902439024390244
O3,linear,2,collision,9,0.9,1.0,275,0.9629751725630328,0.2836363636363636
O3,linear,2,ttc,0,0.0,0.1,45032,0.0626081345338241,0.0248934091312844
O3,linear,2,ttc,1,0.1,0.2,49417,0.141985191672345,0.0933282068923649
O3,linear,2,ttc,2,0.2,0.3,23489,0.2450199486813309,0.2585039805866576
O3,linear,2,ttc,3,0.3,0.4,12832,0.3448907001933403,0.3846633416458853
O3,linear,2,ttc,4,0.4,0.5,6938,0.4449376692712462,0.4952435860478524
O3,linear,2,ttc,5,0.5,0.6000000000000001,3510,0.544532838336423,0.5433048433048433
O3,linear,2,ttc,6,0.6000000000000001,0.7000000000000001,1786,0.6452592634340416,0.5823068309070548
O3,linear,2,ttc,7,0.7000000000000001,0.8,959,0.7450709561113272,0.5547445255474452
O3,linear,2,ttc,8,0.8,0.9,541,0.845448376621204,0.5988909426987061
O3,linear,2,ttc,9,0.9,1.0,712,0.9638365029116694,0.5182584269662921
O3,linear,3,collision,0,0.0,0.1,51351,0.0696750165636326,0.009308484742264
O3,linear,3,collision,1,0.1,0.2,63543,0.1399986553049184,0.0407125883260154
O3,linear,3,collision,2,0.2,0.3,20532,0.2407819919923918,0.1879992207286187
O3,linear,3,collision,3,0.3,0.4,6258,0.3403562382696992,0.2911473314157878
O3,linear,3,collision,4,0.4,0.5,1912,0.442288421889354,0.3802301255230125
O3,linear,3,collision,5,0.5,0.6000000000000001,770,0.5422368725398918,0.4233766233766233
O3,linear,3,collision,6,0.6000000000000001,0.7000000000000001,369,0.6445216987191177,0.4173441734417344
O3,linear,3,collision,7,0.7000000000000001,0.8,203,0.7484105393804353,0.4876847290640394
O3,linear,3,collision,8,0.8,0.9,154,0.8500489267435941,0.474025974025974
O3,linear,3,collision,9,0.9,1.0,108,0.943070693148507,0.5277777777777778
O3,linear,3,ttc,0,0.0,0.1,45541,0.0629864666694089,0.0344085549285259
O3,linear,3,ttc,1,0.1,0.2,49520,0.1424983320453825,0.0850565428109854
O3,linear,3,ttc,2,0.2,0.3,23724,0.2454508210728179,0.2389984825493171
O3,linear,3,ttc,3,0.3,0.4,13070,0.344625664630644,0.3713848508033665
O3,linear,3,ttc,4,0.4,0.5,6765,0.4445303110396166,0.4849963045084996
O3,linear,3,ttc,5,0.5,0.6000000000000001,3403,0.5446311009830493,0.5556861592712312
O3,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,1574,0.6426600671480995,0.5959339263024143
O3,linear,3,ttc,7,0.7000000000000001,0.8,806,0.7433372589553852,0.6215880893300249
O3,linear,3,ttc,8,0.8,0.9,425,0.8474748896150028,0.6258823529411764
O3,linear,3,ttc,9,0.9,1.0,372,0.9564769195933496,0.6344086021505376
O3,linear,4,collision,0,0.0,0.1,54507,0.0676281142889883,0.0075219696552736
O3,linear,4,collision,1,0.1,0.2,61894,0.1403214019113921,0.040278540730927
O3,linear,4,collision,2,0.2,0.3,19597,0.2401788074810444,0.1777823136194315
O3,linear,4,collision,3,0.3,0.4,5617,0.340458031564033,0.2816450062310842
O3,linear,4,collision,4,0.4,0.5,1845,0.4427751302396056,0.3685636856368564
O3,linear,4,collision,5,0.5,0.6000000000000001,789,0.5440272567994392,0.3650190114068441
O3,linear,4,collision,6,0.6000000000000001,0.7000000000000001,404,0.6467663512961699,0.3663366336633663
O3,linear,4,collision,7,0.7000000000000001,0.8,243,0.746123288884575,0.4444444444444444
O3,linear,4,collision,8,0.8,0.9,155,0.8448013851719518,0.4580645161290322
O3,linear,4,collision,9,0.9,1.0,149,0.9473077770847602,0.4496644295302013
O3,linear,4,ttc,0,0.0,0.1,47787,0.0617770868285386,0.0277690585305627
O3,linear,4,ttc,1,0.1,0.2,48118,0.142207021601543,0.0881582775676462
O3,linear,4,ttc,2,0.2,0.3,22847,0.2445555793673965,0.2292642360047271
O3,linear,4,ttc,3,0.3,0.4,12628,0.3448151445956142,0.3433639531200507
O3,linear,4,ttc,4,0.4,0.5,6746,0.4446107241588214,0.442187963237474
O3,linear,4,ttc,5,0.5,0.6000000000000001,3530,0.5442132969415897,0.5305949008498584
O3,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,1679,0.6435237587953764,0.5973793924955331
O3,linear,4,ttc,7,0.7000000000000001,0.8,851,0.7445879189864449,0.6321974148061105
O3,linear,4,ttc,8,0.8,0.9,529,0.8476325297175373,0.5500945179584121
O3,linear,4,ttc,9,0.9,1.0,485,0.9562348896695166,0.5567010309278351
O3,mlp,0,collision,0,0.0,0.1,110438,0.0201360994860062,0.0167424256143718
O3,mlp,0,collision,1,0.1,0.2,14423,0.1437403967051692,0.1053872287318865
O3,mlp,0,collision,2,0.2,0.3,7614,0.2450327753926751,0.1817704229051746
O3,mlp,0,collision,3,0.3,0.4,4708,0.3467385508721424,0.2485131690739167
O3,mlp,0,collision,4,0.4,0.5,3060,0.447008483920222,0.3454248366013072
O3,mlp,0,collision,5,0.5,0.6000000000000001,2166,0.5470421750404608,0.4635272391505078
O3,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,1474,0.6459120964906918,0.5474898236092266
O3,mlp,0,collision,7,0.7000000000000001,0.8,891,0.7452879438362806,0.6419753086419753
O3,mlp,0,collision,8,0.8,0.9,407,0.8375734383702571,0.8058968058968059
O3,mlp,0,collision,9,0.9,1.0,35,0.9154512694903782,0.9428571428571428
O3,mlp,0,ttc,0,0.0,0.1,80528,0.033538939808788,0.0370305980528511
O3,mlp,0,ttc,1,0.1,0.2,22039,0.144110523892799,0.1345342347656427
O3,mlp,0,ttc,2,0.2,0.3,12794,0.2469016277097772,0.2111927465999687
O3,mlp,0,ttc,3,0.3,0.4,9025,0.3475516774779872,0.2887534626038781
O3,mlp,0,ttc,4,0.4,0.5,6626,0.4472365868062797,0.379112586779354
O3,mlp,0,ttc,5,0.5,0.6000000000000001,5006,0.5488530302638299,0.4748302037554934
O3,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,4036,0.6471925451243952,0.5678889990089198
O3,mlp,0,ttc,7,0.7000000000000001,0.8,2958,0.7473361218717148,0.6876267748478702
O3,mlp,0,ttc,8,0.8,0.9,1786,0.8438186180284549,0.7894736842105263
O3,mlp,0,ttc,9,0.9,1.0,418,0.9261563271997078,0.8827751196172249
O3,mlp,1,collision,0,0.0,0.1,110116,0.0195926886957711,0.017545134222093
O3,mlp,1,collision,1,0.1,0.2,13399,0.1433882506676721,0.1151578476005672
O3,mlp,1,collision,2,0.2,0.3,7281,0.2460439349392288,0.1775854964977338
O3,mlp,1,collision,3,0.3,0.4,4714,0.3474363147656089,0.2475604582095884
O3,mlp,1,collision,4,0.4,0.5,3423,0.4472664341900803,0.3365468886941279
O3,mlp,1,collision,5,0.5,0.6000000000000001,2724,0.5477479389498062,0.4207048458149779
O3,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,1872,0.647226325244221,0.5251068376068376
O3,mlp,1,collision,7,0.7000000000000001,0.8,1212,0.744287161494639,0.6303630363036303
O3,mlp,1,collision,8,0.8,0.9,429,0.8375131537864259,0.7552447552447552
O3,mlp,1,collision,9,0.9,1.0,30,0.9200294852256776,0.8
O3,mlp,1,ttc,0,0.0,0.1,83515,0.0319858501413714,0.0354666826318625
O3,mlp,1,ttc,1,0.1,0.2,20849,0.1435631143746744,0.142644731162166
O3,mlp,1,ttc,2,0.2,0.3,11534,0.2460460020272823,0.2406797294954049
O3,mlp,1,ttc,3,0.3,0.4,7804,0.3481451658668547,0.3226550486929779
O3,mlp,1,ttc,4,0.4,0.5,6057,0.4475748605493549,0.4021792966815255
O3,mlp,1,ttc,5,0.5,0.6000000000000001,4945,0.5484365393587504,0.490798786653185
O3,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,4136,0.6490215104743406,0.5751934235976789
O3,mlp,1,ttc,7,0.7000000000000001,0.8,3408,0.7486100147167841,0.6751760563380281
O3,mlp,1,ttc,8,0.8,0.9,2318,0.8447590108777656,0.7489214840379638
O3,mlp,1,ttc,9,0.9,1.0,634,0.9286426384742328,0.8817034700315457
O3,mlp,2,collision,0,0.0,0.1,112694,0.0181683838642046,0.0202761460237457
O3,mlp,2,collision,1,0.1,0.2,12840,0.1436907398186601,0.1396417445482866
O3,mlp,2,collision,2,0.2,0.3,7067,0.2468355007209247,0.2520164143200792
O3,mlp,2,collision,3,0.3,0.4,4775,0.346653197485739,0.3405235602094241
O3,mlp,2,collision,4,0.4,0.5,3360,0.4471978289740426,0.4291666666666666
O3,mlp,2,collision,5,0.5,0.6000000000000001,2350,0.5473391708160968,0.516595744680851
O3,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,1433,0.6432284403329784,0.5889741800418702
O3,mlp,2,collision,7,0.7000000000000001,0.8,608,0.7392252496394672,0.6332236842105263
O3,mlp,2,collision,8,0.8,0.9,87,0.8313254419414476,0.735632183908046
O3,mlp,2,collision,9,0.9,1.0,2,0.9028363525867462,1.0
O3,mlp,2,ttc,0,0.0,0.1,88736,0.029506745237403,0.0408740533717994
O3,mlp,2,ttc,1,0.1,0.2,18806,0.1435777261547366,0.168456875465277
O3,mlp,2,ttc,2,0.2,0.3,10858,0.2462874379555896,0.2719653711549088
O3,mlp,2,ttc,3,0.3,0.4,7661,0.3476867733160738,0.3983814123482574
O3,mlp,2,ttc,4,0.4,0.5,6013,0.4481340457362976,0.4866123399301513
O3,mlp,2,ttc,5,0.5,0.6000000000000001,5156,0.54881504308678,0.5707913110938713
O3,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,4010,0.6467253464415781,0.6591022443890274
O3,mlp,2,ttc,7,0.7000000000000001,0.8,2654,0.7455429025583907,0.7351168048229089
O3,mlp,2,ttc,8,0.8,0.9,1153,0.8404258215623841,0.8048568950563747
O3,mlp,2,ttc,9,0.9,1.0,169,0.923413342978122,0.9349112426035504
O3,mlp,3,collision,0,0.0,0.1,110381,0.0208891969084709,0.0168507261213433
O3,mlp,3,collision,1,0.1,0.2,14097,0.1430384462452606,0.1107327800241186
O3,mlp,3,collision,2,0.2,0.3,7469,0.2454043506762001,0.1922613469005221
O3,mlp,3,collision,3,0.3,0.4,4729,0.3470016613990213,0.285895538168746
O3,mlp,3,collision,4,0.4,0.5,3359,0.4481711810403155,0.3652872878832986
O3,mlp,3,collision,5,0.5,0.6000000000000001,2415,0.5483126104741857,0.4583850931677019
O3,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,1690,0.6462121412598875,0.5609467455621302
O3,mlp,3,collision,7,0.7000000000000001,0.8,858,0.74360623434707,0.6480186480186481
O3,mlp,3,collision,8,0.8,0.9,195,0.8319647672848823,0.6666666666666666
O3,mlp,3,collision,9,0.9,1.0,7,0.9235666564532689,0.8571428571428571
O3,mlp,3,ttc,0,0.0,0.1,81656,0.0345747426636358,0.0358822376800235
O3,mlp,3,ttc,1,0.1,0.2,23035,0.1436524673584797,0.141610592576514
O3,mlp,3,ttc,2,0.2,0.3,12415,0.2461426839142425,0.240273862263391
O3,mlp,3,ttc,3,0.3,0.4,8293,0.3474323879309734,0.3487278427589533
O3,mlp,3,ttc,4,0.4,0.5,6117,0.4482307508185893,0.4410658819682851
O3,mlp,3,ttc,5,0.5,0.6000000000000001,4867,0.5480898284608391,0.53174440106842
O3,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,4031,0.6487007560164543,0.6241627387744977
O3,mlp,3,ttc,7,0.7000000000000001,0.8,2918,0.7469406631239642,0.701507882111035
O3,mlp,3,ttc,8,0.8,0.9,1571,0.8426010173115284,0.7848504137492043
O3,mlp,3,ttc,9,0.9,1.0,297,0.9248478063429244,0.898989898989899
O3,mlp,4,collision,0,0.0,0.1,113051,0.0205414163859456,0.0166650449796994
O3,mlp,4,collision,1,0.1,0.2,14148,0.1428178660139749,0.1083545377438507
O3,mlp,4,collision,2,0.2,0.3,6710,0.2448317748534697,0.198956780923994
O3,mlp,4,collision,3,0.3,0.4,4008,0.3462241740819223,0.2846806387225549
O3,mlp,4,collision,4,0.4,0.5,2854,0.4464309043143292,0.3759635599159075
O3,mlp,4,collision,5,0.5,0.6000000000000001,1925,0.5472792749281054,0.4509090909090909
O3,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,1332,0.6454208132561978,0.5518018018018018
O3,mlp,4,collision,7,0.7000000000000001,0.8,803,0.7453890495549698,0.6201743462017435
O3,mlp,4,collision,8,0.8,0.9,342,0.8388834240143759,0.7222222222222222
O3,mlp,4,collision,9,0.9,1.0,27,0.9198923177189298,0.6296296296296297
O3,mlp,4,ttc,0,0.0,0.1,84593,0.0337381951484531,0.0362441336753632
O3,mlp,4,ttc,1,0.1,0.2,22821,0.1436857162445429,0.148196836247316
O3,mlp,4,ttc,2,0.2,0.3,12069,0.2460176195563174,0.2355621841080454
O3,mlp,4,ttc,3,0.3,0.4,7547,0.346624755691152,0.3339075129190407
O3,mlp,4,ttc,4,0.4,0.5,5499,0.4475353874711908,0.4284415348245135
O3,mlp,4,ttc,5,0.5,0.6000000000000001,4240,0.5487783595638455,0.5212264150943396
O3,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,3506,0.648648334124125,0.6078151739874501
O3,mlp,4,ttc,7,0.7000000000000001,0.8,2697,0.747585337870113,0.6807563959955506
O3,mlp,4,ttc,8,0.8,0.9,1793,0.8447731509596957,0.7752370329057445
O3,mlp,4,ttc,9,0.9,1.0,435,0.9261396783521806,0.8436781609195402
O4,linear,0,collision,0,0.0,0.1,70155,0.0597670097535408,0.0018530396978119
O4,linear,0,collision,1,0.1,0.2,46060,0.1386782860225677,0.0182587928788536
O4,linear,0,collision,2,0.2,0.3,12731,0.2414657165943129,0.0838897180111538
O4,linear,0,collision,3,0.3,0.4,5452,0.3437162366745582,0.1847028613352898
O4,linear,0,collision,4,0.4,0.5,3152,0.4467063254492385,0.3423223350253807
O4,linear,0,collision,5,0.5,0.6000000000000001,2367,0.5481160762292905,0.5403464300802704
O4,linear,0,collision,6,0.6000000000000001,0.7000000000000001,2253,0.649339321873424,0.7230359520639148
O4,linear,0,collision,7,0.7000000000000001,0.8,1884,0.7466757283595464,0.861995753715499
O4,linear,0,collision,8,0.8,0.9,919,0.8414862699425648,0.9249183895538629
O4,linear,0,collision,9,0.9,1.0,243,0.9380143120455644,0.8930041152263375
O4,linear,0,ttc,0,0.0,0.1,60606,0.0485659185861957,0.0259050259050259
O4,linear,0,ttc,1,0.1,0.2,37253,0.1430807365996803,0.0752154188924382
O4,linear,0,ttc,2,0.2,0.3,17605,0.2445826442336128,0.1616018176654359
O4,linear,0,ttc,3,0.3,0.4,9724,0.3455409837947221,0.280234471410942
O4,linear,0,ttc,4,0.4,0.5,5904,0.4463576151709246,0.3851626016260163
O4,linear,0,ttc,5,0.5,0.6000000000000001,4057,0.5469793673510148,0.5149124969189056
O4,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,3162,0.6488858064015707,0.6688804554079696
O4,linear,0,ttc,7,0.7000000000000001,0.8,2937,0.7488017499873051,0.7878787878787878
O4,linear,0,ttc,8,0.8,0.9,2606,0.8481908121524365,0.8898695318495778
O4,linear,0,ttc,9,0.9,1.0,1362,0.9409145495790042,0.8781204111600588
O4,linear,1,collision,0,0.0,0.1,67632,0.0603016791156705,0.0020256683226874
O4,linear,1,collision,1,0.1,0.2,48094,0.1389418211632552,0.0201064581860523
O4,linear,1,collision,2,0.2,0.3,13333,0.2409261862787116,0.0903772594314857
O4,linear,1,collision,3,0.3,0.4,5328,0.3447686625482352,0.199512012012012
O4,linear,1,collision,4,0.4,0.5,3096,0.4476924718427412,0.378875968992248
O4,linear,1,collision,5,0.5,0.6000000000000001,2548,0.5482053410501645,0.5671114599686028
O4,linear,1,collision,6,0.6000000000000001,0.7000000000000001,2223,0.6490139787228216,0.7602339181286549
O4,linear,1,collision,7,0.7000000000000001,0.8,1764,0.746068949939983,0.8747165532879818
O4,linear,1,collision,8,0.8,0.9,919,0.8423161318564182,0.9336235038084876
O4,linear,1,collision,9,0.9,1.0,263,0.936764533755444,0.9391634980988594
O4,linear,1,ttc,0,0.0,0.1,57959,0.0506339229211498,0.0199623872047481
O4,linear,1,ttc,1,0.1,0.2,37443,0.1433539030047635,0.0695190022167027
O4,linear,1,ttc,2,0.2,0.3,18561,0.2446677079729835,0.1816712461613059
O4,linear,1,ttc,3,0.3,0.4,10125,0.3452589842507869,0.2750617283950617
O4,linear,1,ttc,4,0.4,0.5,6281,0.4460780530944976,0.3883139627447858
O4,linear,1,ttc,5,0.5,0.6000000000000001,4313,0.5475917058866648,0.5221423603060514
O4,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,3303,0.6481877038091232,0.6745382985165002
O4,linear,1,ttc,7,0.7000000000000001,0.8,2954,0.7501371957881271,0.7955314827352742
O4,linear,1,ttc,8,0.8,0.9,2728,0.8460997282541043,0.9039589442815248
O4,linear,1,ttc,9,0.9,1.0,1533,0.9416021046417644,0.923679060665362
O4,linear,2,collision,0,0.0,0.1,64804,0.0605134147802718,0.0019288932781927
O4,linear,2,collision,1,0.1,0.2,48141,0.1388787929092403,0.0189443509690284
O4,linear,2,collision,2,0.2,0.3,13495,0.2414618594187549,0.0951463505001852
O4,linear,2,collision,3,0.3,0.4,5702,0.3447440909120502,0.1934408979305507
O4,linear,2,collision,4,0.4,0.5,3405,0.4466839267381312,0.325697503671072
O4,linear,2,collision,5,0.5,0.6000000000000001,2750,0.5502763992656361,0.5069090909090909
O4,linear,2,collision,6,0.6000000000000001,0.7000000000000001,2638,0.6511279116126965,0.6838514025777104
O4,linear,2,collision,7,0.7000000000000001,0.8,2402,0.7483297003546325,0.8530391340549542
O4,linear,2,collision,8,0.8,0.9,1439,0.8436696513234285,0.8922863099374566
O4,linear,2,collision,9,0.9,1.0,440,0.9399762960997496,0.8454545454545455
O4,linear,2,ttc,0,0.0,0.1,57857,0.0502454912114629,0.0222790673557218
O4,linear,2,ttc,1,0.1,0.2,37629,0.1426077054170941,0.0707964601769911
O4,linear,2,ttc,2,0.2,0.3,17374,0.2445302254147163,0.1839530332681017
O4,linear,2,ttc,3,0.3,0.4,9819,0.3461854497919452,0.2949383847642326
O4,linear,2,ttc,4,0.4,0.5,6050,0.4464725116609542,0.4056198347107438
O4,linear,2,ttc,5,0.5,0.6000000000000001,4264,0.547876499691108,0.526735459662289
O4,linear,2,ttc,6,0.6000000000000001,0.7000000000000001,3587,0.6487610173617561,0.65291329802063
O4,linear,2,ttc,7,0.7000000000000001,0.8,3253,0.7498731928314387,0.778051029818629
O4,linear,2,ttc,8,0.8,0.9,3312,0.8496301348190665,0.8940217391304348
O4,linear,2,ttc,9,0.9,1.0,2071,0.9450381264083344,0.8546595847416707
O4,linear,3,collision,0,0.0,0.1,66390,0.0603549217030245,0.0021388763367977
O4,linear,3,collision,1,0.1,0.2,48278,0.139070551668525,0.0179999171465263
O4,linear,3,collision,2,0.2,0.3,13589,0.2410033950622582,0.0809478254470527
O4,linear,3,collision,3,0.3,0.4,5513,0.3441496792807026,0.1766733176129149
O4,linear,3,collision,4,0.4,0.5,3188,0.447249450649566,0.3419071518193224
O4,linear,3,collision,5,0.5,0.6000000000000001,2425,0.5477373873081404,0.5183505154639175
O4,linear,3,collision,6,0.6000000000000001,0.7000000000000001,2375,0.6499619788370634,0.7098947368421052
O4,linear,3,collision,7,0.7000000000000001,0.8,2103,0.7470293492858204,0.85924869234427
O4,linear,3,collision,8,0.8,0.9,1017,0.8403617034619537,0.9429695181907572
O4,linear,3,collision,9,0.9,1.0,322,0.9389648182051522,0.9285714285714286
O4,linear,3,ttc,0,0.0,0.1,58565,0.0519900247438187,0.0250149406642192
O4,linear,3,ttc,1,0.1,0.2,38474,0.1429013388100003,0.0757394604148256
O4,linear,3,ttc,2,0.2,0.3,18210,0.2445315989122032,0.1824821526633717
O4,linear,3,ttc,3,0.3,0.4,9821,0.3456165559901663,0.2966093065879238
O4,linear,3,ttc,4,0.4,0.5,6017,0.4463264751032141,0.4111683563237494
O4,linear,3,ttc,5,0.5,0.6000000000000001,4014,0.5471910460558351,0.5306427503736921
O4,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,3158,0.6488783666232932,0.681443951868271
O4,linear,3,ttc,7,0.7000000000000001,0.8,2925,0.7497581066229404,0.811965811965812
O4,linear,3,ttc,8,0.8,0.9,2679,0.8471146588362879,0.9126539753639418
O4,linear,3,ttc,9,0.9,1.0,1337,0.9419614128328208,0.9162303664921466
O4,linear,4,collision,0,0.0,0.1,69686,0.059964212372241,0.0017076600751944
O4,linear,4,collision,1,0.1,0.2,46021,0.1387348162540802,0.0195780187305795
O4,linear,4,collision,2,0.2,0.3,12715,0.2416360012457401,0.0731419583169484
O4,linear,4,collision,3,0.3,0.4,5444,0.3453478685838172,0.1607274063188832
O4,linear,4,collision,4,0.4,0.5,3293,0.446662240809595,0.2802915274825387
O4,linear,4,collision,5,0.5,0.6000000000000001,2526,0.5485470172014864,0.4984164687252573
O4,linear,4,collision,6,0.6000000000000001,0.7000000000000001,2276,0.6490760757497828,0.6770650263620387
O4,linear,4,collision,7,0.7000000000000001,0.8,1835,0.7473512385781519,0.8272479564032698
O4,linear,4,collision,8,0.8,0.9,1056,0.8428651051539363,0.8996212121212122
O4,linear,4,collision,9,0.9,1.0,348,0.9411696312071264,0.9051724137931034
O4,linear,4,ttc,0,0.0,0.1,61992,0.0504980179276426,0.0218253968253968
O4,linear,4,ttc,1,0.1,0.2,36918,0.1430262112954199,0.0799339075789587
O4,linear,4,ttc,2,0.2,0.3,16740,0.2441019423395003,0.1817801672640382
O4,linear,4,ttc,3,0.3,0.4,9486,0.3458481081240091,0.2666034155597723
O4,linear,4,ttc,4,0.4,0.5,5836,0.4460861954615899,0.3764564770390678
O4,linear,4,ttc,5,0.5,0.6000000000000001,4008,0.547197184326525,0.5119760479041916
O4,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,3162,0.6486075754636152,0.6445287792536369
O4,linear,4,ttc,7,0.7000000000000001,0.8,2756,0.7499875082852013,0.7888243831640058
O4,linear,4,ttc,8,0.8,0.9,2721,0.8482306200719326,0.870635795663359
O4,linear,4,ttc,9,0.9,1.0,1581,0.9434633296098536,0.8823529411764706
O4,mlp,0,collision,0,0.0,0.1,123061,0.0137715817698994,0.0080772950000406
O4,mlp,0,collision,1,0.1,0.2,7145,0.1408400569077219,0.0946116165150454
