group,model,fold,factor,bin,lower,upper,count,mean_probability,observed_rate
O1,mlp,2,ttc,9,0.9,1.0,145,0.9286902464669328,0.8551724137931035
O1,mlp,3,collision,0,0.0,0.1,108498,0.0334053833770187,0.0223598591679109
O1,mlp,3,collision,1,0.1,0.2,18744,0.1411779451868057,0.1170507895860008
O1,mlp,3,collision,2,0.2,0.3,7793,0.2445278075541242,0.2235339407160272
O1,mlp,3,collision,3,0.3,0.4,4245,0.3456815029412192,0.2958775029446407
O1,mlp,3,collision,4,0.4,0.5,2588,0.4458126788714201,0.3512364760432767
O1,mlp,3,collision,5,0.5,0.6000000000000001,1528,0.5454132517126842,0.4496073298429319
O1,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,993,0.6448261994129462,0.500503524672709
O1,mlp,3,collision,7,0.7000000000000001,0.8,529,0.7436208225828939,0.555765595463138
O1,mlp,3,collision,8,0.8,0.9,240,0.8454948991537095,0.6083333333333333
O1,mlp,3,collision,9,0.9,1.0,42,0.9226998048169271,0.7619047619047619
O1,mlp,3,ttc,0,0.0,0.1,73671,0.0485950689277314,0.0512141819711962
O1,mlp,3,ttc,1,0.1,0.2,33412,0.1422875721005801,0.1354303842930683
O1,mlp,3,ttc,2,0.2,0.3,14861,0.2446861850101159,0.2683534082497813
O1,mlp,3,ttc,3,0.3,0.4,8277,0.3459736906677049,0.3579799444243083
O1,mlp,3,ttc,4,0.4,0.5,5484,0.4475006480598693,0.4478482859226841
O1,mlp,3,ttc,5,0.5,0.6000000000000001,3872,0.546981246834082,0.5175619834710744
O1,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,2777,0.6465894865998271,0.6154123154483255
O1,mlp,3,ttc,7,0.7000000000000001,0.8,1807,0.7460963560456918,0.6740453790813503
O1,mlp,3,ttc,8,0.8,0.9,861,0.8432577628291857,0.7340301974448316
O1,mlp,3,ttc,9,0.9,1.0,178,0.9279168144370732,0.8314606741573034
O1,mlp,4,collision,0,0.0,0.1,115064,0.0286711887981769,0.0234825836056455
O1,mlp,4,collision,1,0.1,0.2,15451,0.1408201015419531,0.1327422173322115
O1,mlp,4,collision,2,0.2,0.3,6510,0.2441509698850951,0.2293394777265745
O1,mlp,4,collision,3,0.3,0.4,3524,0.345000739730514,0.3022133938706016
O1,mlp,4,collision,4,0.4,0.5,2188,0.4453236538732945,0.3720292504570384
O1,mlp,4,collision,5,0.5,0.6000000000000001,1228,0.5452304590699727,0.4258957654723127
O1,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,730,0.6458659208800694,0.5205479452054794
O1,mlp,4,collision,7,0.7000000000000001,0.8,350,0.7429444512299129,0.5514285714285714
O1,mlp,4,collision,8,0.8,0.9,136,0.8397737110362333,0.6911764705882353
O1,mlp,4,collision,9,0.9,1.0,19,0.9271565801218936,0.8421052631578947
O1,mlp,4,ttc,0,0.0,0.1,80171,0.0447937408191261,0.0506292799141834
O1,mlp,4,ttc,1,0.1,0.2,29814,0.1423314092477766,0.1454014892332461
O1,mlp,4,ttc,2,0.2,0.3,13638,0.2445222042563252,0.2487168206481889
O1,mlp,4,ttc,3,0.3,0.4,7556,0.3458562089793893,0.3569348861831657
O1,mlp,4,ttc,4,0.4,0.5,5017,0.4471225494558601,0.4558501096272673
O1,mlp,4,ttc,5,0.5,0.6000000000000001,3596,0.5473592281341553,0.5166852057842046
O1,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,2581,0.6466037610250589,0.5722588144130182
O1,mlp,4,ttc,7,0.7000000000000001,0.8,1739,0.7460121006853214,0.6831512363427257
O1,mlp,4,ttc,8,0.8,0.9,911,0.8425635281300048,0.7266739846322722
O1,mlp,4,ttc,9,0.9,1.0,177,0.929115659773013,0.8248587570621468
O10,linear,0,collision,0,0.0,0.1,72424,0.0605926947673636,0.0034242792444493
O10,linear,0,collision,1,0.1,0.2,41907,0.1404058503370917,0.0309494833798649
O10,linear,0,collision,2,0.2,0.3,15279,0.2429678852955344,0.1304404738530008
O10,linear,0,collision,3,0.3,0.4,7321,0.3440988315672614,0.26403496790056
O10,linear,0,collision,4,0.4,0.5,3877,0.445110524526293,0.4165591952540624
O10,linear,0,collision,5,0.5,0.6000000000000001,2205,0.5450201617887501,0.5478458049886621
O10,linear,0,collision,6,0.6000000000000001,0.7000000000000001,1212,0.6449327609523294,0.6641914191419142
O10,linear,0,collision,7,0.7000000000000001,0.8,534,0.7434902002525686,0.6872659176029963
O10,linear,0,collision,8,0.8,0.9,231,0.8454853802016287,0.5887445887445888
O10,linear,0,collision,9,0.9,1.0,226,0.951742596330896,0.5398230088495575
O10,linear,0,ttc,0,0.0,0.1,60674,0.0495857200362014,0.0300787816857302
O10,linear,0,ttc,1,0.1,0.2,35091,0.1443175702303226,0.0881992533698099
O10,linear,0,ttc,2,0.2,0.3,18830,0.2454104931665998,0.1788635156664896
O10,linear,0,ttc,3,0.3,0.4,11199,0.346013394918641,0.3032413608357889
O10,linear,0,ttc,4,0.4,0.5,7210,0.4465350321154323,0.4324549237170596
O10,linear,0,ttc,5,0.5,0.6000000000000001,4777,0.5463762027662818,0.5277370734770777
O10,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,3324,0.6468295364424353,0.6209386281588448
O10,linear,0,ttc,7,0.7000000000000001,0.8,2140,0.7471927795176194,0.6878504672897197
O10,linear,0,ttc,8,0.8,0.9,1226,0.8429132694132371,0.7512234910277324
O10,linear,0,ttc,9,0.9,1.0,745,0.9547830612867472,0.6295302013422819
O10,linear,1,collision,0,0.0,0.1,69618,0.0624896223822273,0.003490476600879
O10,linear,1,collision,1,0.1,0.2,44256,0.1404372672304586,0.0300298264642082
O10,linear,1,collision,2,0.2,0.3,15821,0.2435320934540824,0.1456924341065672
O10,linear,1,collision,3,0.3,0.4,7490,0.3450195262444831,0.3020026702269693
O10,linear,1,collision,4,0.4,0.5,4041,0.4445537252167728,0.4627567433803514
O10,linear,1,collision,5,0.5,0.6000000000000001,2144,0.5439921411782948,0.5615671641791045
O10,linear,1,collision,6,0.6000000000000001,0.7000000000000001,969,0.6442117882955923,0.6253869969040248
O10,linear,1,collision,7,0.7000000000000001,0.8,467,0.7436022315597126,0.6209850107066381
O10,linear,1,collision,8,0.8,0.9,225,0.8426585549778408,0.5155555555555555
O10,linear,1,collision,9,0.9,1.0,169,0.9469394292351764,0.6094674556213018
O10,linear,1,ttc,0,0.0,0.1,58350,0.0532680578276153,0.0250556983718937
O10,linear,1,ttc,1,0.1,0.2,36794,0.1442698117392347,0.0822416698374735
O10,linear,1,ttc,2,0.2,0.3,19246,0.2450510164780675,0.1932349579133326
O10,linear,1,ttc,3,0.3,0.4,11372,0.345971876884425,0.3329229686950404
O10,linear,1,ttc,4,0.4,0.5,7320,0.44665893637906,0.4587431693989071
O10,linear,1,ttc,5,0.5,0.6000000000000001,4934,0.5468530279327898,0.5575597892176732
O10,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,3297,0.6466256782688226,0.6539278131634819
O10,linear,1,ttc,7,0.7000000000000001,0.8,2035,0.7456367463971825,0.7326781326781326
O10,linear,1,ttc,8,0.8,0.9,1150,0.8449565008412236,0.7217391304347827
O10,linear,1,ttc,9,0.9,1.0,702,0.9516519194314962,0.6965811965811965
O10,linear,2,collision,0,0.0,0.1,66967,0.0609238245420057,0.0027476219630564
O10,linear,2,collision,1,0.1,0.2,42063,0.141446317130414,0.0313814991798017
O10,linear,2,collision,2,0.2,0.3,17189,0.2445859385250029,0.1343882715690267
O10,linear,2,collision,3,0.3,0.4,8760,0.3445728001427161,0.2726027397260274
O10,linear,2,collision,4,0.4,0.5,4763,0.446021923542323,0.4434180138568129
O10,linear,2,collision,5,0.5,0.6000000000000001,2665,0.5447235162217889,0.5606003752345216
O10,linear,2,collision,6,0.6000000000000001,0.7000000000000001,1404,0.6441282517040557,0.6089743589743589
O10,linear,2,collision,7,0.7000000000000001,0.8,682,0.7450538154396493,0.6158357771260997
O10,linear,2,collision,8,0.8,0.9,355,0.8448958077900847,0.5943661971830986
O10,linear,2,collision,9,0.9,1.0,368,0.9686752489727476,0.3858695652173913
O10,linear,2,ttc,0,0.0,0.1,57832,0.0530813036239873,0.021493290911606
O10,linear,2,ttc,1,0.1,0.2,36011,0.1443653656581239,0.089722584765766
O10,linear,2,ttc,2,0.2,0.3,19189,0.2455974993792909,0.2050132888634113
O10,linear,2,ttc,3,0.3,0.4,11612,0.3459409813207673,0.3536858422321736
O10,linear,2,ttc,4,0.4,0.5,7383,0.446475224371898,0.4716240010835704
O10,linear,2,ttc,5,0.5,0.6000000000000001,5081,0.5469119478881511,0.5729187167880339
O10,linear,2,ttc,6,0.6000000000000001,0.7000000000000001,3497,0.6466344620692651,0.6451243923362883
O10,linear,2,ttc,7,0.7000000000000001,0.8,2238,0.7466371839764504,0.710455764075067
O10,linear,2,ttc,8,0.8,0.9,1344,0.8444102294299574,0.7157738095238095
O10,linear,2,ttc,9,0.9,1.0,1029,0.95911166410752,0.6151603498542274
O10,linear,3,collision,0,0.0,0.1,67826,0.063743187468489,0.0035384660749565
O10,linear,3,collision,1,0.1,0.2,45438,0.1404457325913116,0.0304370790967912
O10,linear,3,collision,2,0.2,0.3,16456,0.2430730743263972,0.1266407389402041
O10,linear,3,collision,3,0.3,0.4,7676,0.3437294864356362,0.290255341323606
O10,linear,3,collision,4,0.4,0.5,3999,0.4451413007863434,0.474368592148037
O10,linear,3,collision,5,0.5,0.6000000000000001,2099,0.5451351165657897,0.6045736064792758
O10,linear,3,collision,6,0.6000000000000001,0.7000000000000001,879,0.645018494983582,0.6496018202502845
O10,linear,3,collision,7,0.7000000000000001,0.8,426,0.7447976034851701,0.6572769953051644
O10,linear,3,collision,8,0.8,0.9,222,0.8435426472543596,0.6126126126126126
O10,linear,3,collision,9,0.9,1.0,179,0.9511827290391124,0.5307262569832403
O10,linear,3,ttc,0,0.0,0.1,58732,0.0556773951921156,0.0261526935912279
O10,linear,3,ttc,1,0.1,0.2,38323,0.1436860289871716,0.0929728883438144
O10,linear,3,ttc,2,0.2,0.3,19420,0.2452534766923386,0.2022142121524202
O10,linear,3,ttc,3,0.3,0.4,11008,0.3457936269913388,0.3428415697674418
O10,linear,3,ttc,4,0.4,0.5,6875,0.4463630203160372,0.4842181818181818
O10,linear,3,ttc,5,0.5,0.6000000000000001,4534,0.5467504298024415,0.6093956771063079
O10,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,3000,0.6464091455340385,0.6866666666666666
O10,linear,3,ttc,7,0.7000000000000001,0.8,1778,0.745162364267257,0.7452193475815523
O10,linear,3,ttc,8,0.8,0.9,919,0.8453391843573702,0.7758433079434167
O10,linear,3,ttc,9,0.9,1.0,611,0.952674515508786,0.6972176759410802
O10,linear,4,collision,0,0.0,0.1,70081,0.0622938675447698,0.0035387622893508
O10,linear,4,collision,1,0.1,0.2,44730,0.1409702032148211,0.0283031522468142
O10,linear,4,collision,2,0.2,0.3,16206,0.2427986677288715,0.1295199308897939
O10,linear,4,collision,3,0.3,0.4,7137,0.3437810193987909,0.2938209331651955
O10,linear,4,collision,4,0.4,0.5,3532,0.444614278990037,0.4544167610419026
O10,linear,4,collision,5,0.5,0.6000000000000001,1804,0.5447526905859125,0.5593126385809313
O10,linear,4,collision,6,0.6000000000000001,0.7000000000000001,839,0.6451111771210726,0.6054827175208581
O10,linear,4,collision,7,0.7000000000000001,0.8,432,0.742054582056072,0.5648148148148148
O10,linear,4,collision,8,0.8,0.9,226,0.8465051972760563,0.6238938053097345
O10,linear,4,collision,9,0.9,1.0,213,0.9523130680473756,0.5352112676056338
O10,linear,4,ttc,0,0.0,0.1,60385,0.0533982229076077,0.0250890121718969
O10,linear,4,ttc,1,0.1,0.2,36864,0.1439057115068054,0.0888671875
O10,linear,4,ttc,2,0.2,0.3,18652,0.2453182684019952,0.1897919794123954
O10,linear,4,ttc,3,0.3,0.4,11001,0.3464412405977204,0.3163348786473957
O10,linear,4,ttc,4,0.4,0.5,7041,0.446464717041073,0.4473796335747763
O10,linear,4,ttc,5,0.5,0.6000000000000001,4489,0.5482728317708581,0.5667186455780797
O10,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,3012,0.6466124144643743,0.6557104913678619
O10,linear,4,ttc,7,0.7000000000000001,0.8,1828,0.7471026433244575,0.7182713347921226
O10,linear,4,ttc,8,0.8,0.9,1178,0.8450340003736557,0.7113752122241087
O10,linear,4,ttc,9,0.9,1.0,750,0.9560125590165456,0.6266666666666667
O10,mlp,0,collision,0,0.0,0.1,116639,0.0176503725066312,0.0134431879560009
O10,mlp,0,collision,1,0.1,0.2,11250,0.1424678444809383,0.1112888888888889
O10,mlp,0,collision,2,0.2,0.3,5547,0.245110077483602,0.1961420587705065
O10,mlp,0,collision,3,0.3,0.4,3438,0.3473892467374924,0.2998836532867946
O10,mlp,0,collision,4,0.4,0.5,2351,0.4479802892543771,0.4019566142067205
O10,mlp,0,collision,5,0.5,0.6000000000000001,2031,0.5481679241156003,0.5214180206794683
O10,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,1704,0.6491112498120523,0.6156103286384976
O10,mlp,0,collision,7,0.7000000000000001,0.8,1371,0.7473719602601533,0.7286652078774617
O10,mlp,0,collision,8,0.8,0.9,758,0.8412294612710898,0.8232189973614775
O10,mlp,0,collision,9,0.9,1.0,127,0.9219013236639068,0.8582677165354331
O10,mlp,0,ttc,0,0.0,0.1,87249,0.0326682903382309,0.037054865958349
O10,mlp,0,ttc,1,0.1,0.2,20295,0.1432798061384946,0.1397881251539788
O10,mlp,0,ttc,2,0.2,0.3,11108,0.2463471658667365,0.2256931940943464
O10,mlp,0,ttc,3,0.3,0.4,7356,0.3472415521911073,0.3235454051114736
O10,mlp,0,ttc,4,0.4,0.5,5484,0.4485247544971458,0.412654996353027
O10,mlp,0,ttc,5,0.5,0.6000000000000001,4306,0.5479599754310905,0.5229911751045053
O10,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,3633,0.6476886784311763,0.6198733828791633
O10,mlp,0,ttc,7,0.7000000000000001,0.8,3015,0.7485066374340659,0.7330016583747927
O10,mlp,0,ttc,8,0.8,0.9,2252,0.8452318219954337,0.8254884547069272
O10,mlp,0,ttc,9,0.9,1.0,518,0.9244184764425728,0.8803088803088803
O10,mlp,1,collision,0,0.0,0.1,115764,0.0171225402807485,0.0127500777443764
O10,mlp,1,collision,1,0.1,0.2,10258,0.1427639665539314,0.1162994735815948
O10,mlp,1,collision,2,0.2,0.3,5290,0.2458711734284525,0.1935727788279773
O10,mlp,1,collision,3,0.3,0.4,3604,0.3476716683026027,0.2536071032186459
O10,mlp,1,collision,4,0.4,0.5,2598,0.4478522922622873,0.354888375673595
O10,mlp,1,collision,5,0.5,0.6000000000000001,2159,0.5490002758307498,0.4696618805002316
O10,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,1835,0.6478026775638154,0.5591280653950954
O10,mlp,1,collision,7,0.7000000000000001,0.8,1707,0.7482065086694369,0.6590509666080844
O10,mlp,1,collision,8,0.8,0.9,1467,0.8477500720583182,0.8050443081117927
O10,mlp,1,collision,9,0.9,1.0,518,0.9284527430663236,0.8745173745173745
O10,mlp,1,ttc,0,0.0,0.1,88161,0.0315598947969001,0.0348680255441748
O10,mlp,1,ttc,1,0.1,0.2,18950,0.1434397282355064,0.1369920844327176
O10,mlp,1,ttc,2,0.2,0.3,9968,0.2458830853224542,0.2304373996789727
O10,mlp,1,ttc,3,0.3,0.4,6701,0.3472320738790142,0.3314430681987763
O10,mlp,1,ttc,4,0.4,0.5,5003,0.4477934293655927,0.4055566660003997
O10,mlp,1,ttc,5,0.5,0.6000000000000001,4304,0.5484742533180129,0.5144052044609665
O10,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,3801,0.6495793033856776,0.6001052354643515
O10,mlp,1,ttc,7,0.7000000000000001,0.8,3633,0.7506796748980064,0.7096063859069639
O10,mlp,1,ttc,8,0.8,0.9,3295,0.8489950622340073,0.7833080424886191
O10,mlp,1,ttc,9,0.9,1.0,1384,0.9293024356913016,0.8648843930635838
O10,mlp,2,collision,0,0.0,0.1,112575,0.0189290734188919,0.0138307794803464
O10,mlp,2,collision,1,0.1,0.2,11757,0.1429317687085425,0.1128689291485923
O10,mlp,2,collision,2,0.2,0.3,6315,0.2462506257746772,0.2161520190023753
O10,mlp,2,collision,3,0.3,0.4,4189,0.3469274235486017,0.3232275005968011
O10,mlp,2,collision,4,0.4,0.5,3139,0.448234991041404,0.3956674100031857
O10,mlp,2,collision,5,0.5,0.6000000000000001,2417,0.5474870336366479,0.4927596193628465
O10,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,2168,0.6480838146706789,0.617619926199262
O10,mlp,2,collision,7,0.7000000000000001,0.8,1566,0.7463701427896361,0.7407407407407407
O10,mlp,2,collision,8,0.8,0.9,904,0.8422395397076564,0.8064159292035398
O10,mlp,2,collision,9,0.9,1.0,186,0.9248457813775668,0.9247311827956988
O10,mlp,2,ttc,0,0.0,0.1,85563,0.0317119321690906,0.035085258815142
O10,mlp,2,ttc,1,0.1,0.2,19140,0.1439875990296388,0.1456112852664576
O10,mlp,2,ttc,2,0.2,0.3,10971,0.2462726699524683,0.2428219852337982
O10,mlp,2,ttc,3,0.3,0.4,7821,0.3479894928280738,0.325022375655287
O10,mlp,2,ttc,4,0.4,0.5,5856,0.4477764343272874,0.4386953551912568
O10,mlp,2,ttc,5,0.5,0.6000000000000001,4870,0.5487890028733248,0.5632443531827516
O10,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,4264,0.6487682259189032,0.6393058161350844
O10,mlp,2,ttc,7,0.7000000000000001,0.8,3535,0.7483535307468754,0.7323903818953323
O10,mlp,2,ttc,8,0.8,0.9,2536,0.8453721990015605,0.8434542586750788
O10,mlp,2,ttc,9,0.9,1.0,660,0.9255257959618712,0.8909090909090909
O10,mlp,3,collision,0,0.0,0.1,113649,0.0193568759752593,0.0125826008147893
O10,mlp,3,collision,1,0.1,0.2,11090,0.1420679403054112,0.1018935978358882
O10,mlp,3,collision,2,0.2,0.3,5626,0.2460089441278927,0.1777461784571631
O10,mlp,3,collision,3,0.3,0.4,3743,0.347440388729443,0.2407160032059845
O10,mlp,3,collision,4,0.4,0.5,2775,0.4484621366724237,0.2994594594594594
O10,mlp,3,collision,5,0.5,0.6000000000000001,2185,0.5490598317414727,0.4132723112128146
O10,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,2014,0.649670979176401,0.4960278053624627
O10,mlp,3,collision,7,0.7000000000000001,0.8,1757,0.7483069439061881,0.6380193511667616
O10,mlp,3,collision,8,0.8,0.9,1656,0.8478733332476754,0.7463768115942029
O10,mlp,3,collision,9,0.9,1.0,705,0.9299257729070406,0.8964539007092198
O10,mlp,3,ttc,0,0.0,0.1,83316,0.0370009090551311,0.0332349128618752
O10,mlp,3,ttc,1,0.1,0.2,21662,0.1428042746084255,0.1282891699750715
O10,mlp,3,ttc,2,0.2,0.3,10874,0.2456742219842048,0.2252161118263748
O10,mlp,3,ttc,3,0.3,0.4,7097,0.3467879183984095,0.317739890094406
O10,mlp,3,ttc,4,0.4,0.5,5255,0.4475451741867355,0.4039961941008563
O10,mlp,3,ttc,5,0.5,0.6000000000000001,4389,0.5492646997435051,0.4848484848484848
O10,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,3793,0.6488322292064382,0.5844977590297917
O10,mlp,3,ttc,7,0.7000000000000001,0.8,3395,0.7494346454849299,0.6642120765832106
O10,mlp,3,ttc,8,0.8,0.9,3339,0.849351279783406,0.7759808325846062
O10,mlp,3,ttc,9,0.9,1.0,2080,0.9360948938303268,0.8894230769230769
O10,mlp,4,collision,0,0.0,0.1,118207,0.0168593216610601,0.0126050064716979
O10,mlp,4,collision,1,0.1,0.2,10246,0.142270529914299,0.1192660550458715
O10,mlp,4,collision,2,0.2,0.3,5109,0.2448123810336323,0.2072812683499706
O10,mlp,4,collision,3,0.3,0.4,3349,0.3477305687694771,0.2965064198268139
O10,mlp,4,collision,4,0.4,0.5,2420,0.4474756037154473,0.3698347107438016
O10,mlp,4,collision,5,0.5,0.6000000000000001,1862,0.5477807385452836,0.4430719656283566
O10,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,1453,0.6495675865486418,0.5849965588437716
O10,mlp,4,collision,7,0.7000000000000001,0.8,1260,0.7485547835864718,0.696031746031746
O10,mlp,4,collision,8,0.8,0.9,999,0.8475105157485595,0.8468468468468469
O10,mlp,4,collision,9,0.9,1.0,295,0.9273275464268054,0.928813559322034
O10,mlp,4,ttc,0,0.0,0.1,90845,0.03099313430398,0.0393307281633551
O10,mlp,4,ttc,1,0.1,0.2,20042,0.143036838628336,0.1461430994910687
O10,mlp,4,ttc,2,0.2,0.3,9931,0.2451946050192748,0.2470043298761454
O10,mlp,4,ttc,3,0.3,0.4,6297,0.3469627746110949,0.3444497379704621
O10,mlp,4,ttc,4,0.4,0.5,4825,0.4476660425181216,0.4424870466321243
O10,mlp,4,ttc,5,0.5,0.6000000000000001,3889,0.5481063784256972,0.5302134224736436
O10,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,3231,0.648160286618991,0.5991952955741257
O10,mlp,4,ttc,7,0.7000000000000001,0.8,2670,0.7488566217351049,0.7044943820224719
O10,mlp,4,ttc,8,0.8,0.9,2336,0.848556747404884,0.8180650684931506
O10,mlp,4,ttc,9,0.9,1.0,1134,0.9335780352406612,0.927689594356261
O11,linear,0,collision,0,0.0,0.1,61512,0.0651659740445609,0.0107946416959292
O11,linear,0,collision,1,0.1,0.2,56833,0.1408563544636978,0.0514313866943501
O11,linear,0,collision,2,0.2,0.3,18063,0.2408841982370845,0.1820849249847755
O11,linear,0,collision,3,0.3,0.4,5623,0.340527275804097,0.2937933487462209
O11,linear,0,collision,4,0.4,0.5,1733,0.4416764110963054,0.3519907674552798
O11,linear,0,collision,5,0.5,0.6000000000000001,664,0.5425625343818262,0.394578313253012
O11,linear,0,collision,6,0.6000000000000001,0.7000000000000001,318,0.6449734984703783,0.3836477987421384
O11,linear,0,collision,7,0.7000000000000001,0.8,200,0.7459580153226852,0.415
O11,linear,0,collision,8,0.8,0.9,136,0.8495246228926322,0.4779411764705882
O11,linear,0,collision,9,0.9,1.0,134,0.9523808453510056,0.4029850746268656
O11,linear,0,ttc,0,0.0,0.1,52455,0.0591363571070253,0.0388332856734343
O11,linear,0,ttc,1,0.1,0.2,45275,0.1435057133608994,0.105002760905577
O11,linear,0,ttc,2,0.2,0.3,22028,0.2447446785002692,0.2332939894679498
O11,linear,0,ttc,3,0.3,0.4,11947,0.3444275531527726,0.3301247175023018
O11,linear,0,ttc,4,0.4,0.5,6620,0.4445611033779977,0.4175226586102719
O11,linear,0,ttc,5,0.5,0.6000000000000001,3448,0.5447640417969144,0.5101508120649652
O11,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,1745,0.643837679867075,0.532378223495702
O11,linear,0,ttc,7,0.7000000000000001,0.8,828,0.7427548483230065,0.532608695652174
O11,linear,0,ttc,8,0.8,0.9,432,0.8441405547437845,0.5625
O11,linear,0,ttc,9,0.9,1.0,438,0.9577466729841276,0.545662100456621
O11,linear,1,collision,0,0.0,0.1,57597,0.0677940087969273,0.0107470875219195
O11,linear,1,collision,1,0.1,0.2,59842,0.140702163197063,0.0551786370776377
O11,linear,1,collision,2,0.2,0.3,18687,0.2409869845203611,0.1804462995665436
O11,linear,1,collision,3,0.3,0.4,5787,0.3406177242071657,0.2975635044064282
O11,linear,1,collision,4,0.4,0.5,1843,0.4412662748629414,0.3933803581117743
O11,linear,1,collision,5,0.5,0.6000000000000001,693,0.5430613616844276,0.3997113997113997
O11,linear,1,collision,6,0.6000000000000001,0.7000000000000001,319,0.6436541796104288,0.3824451410658307
O11,linear,1,collision,7,0.7000000000000001,0.8,191,0.7489757868631972,0.418848167539267
O11,linear,1,collision,8,0.8,0.9,138,0.8466538022393766,0.4130434782608695
O11,linear,1,collision,9,0.9,1.0,103,0.9474285418547472,0.5048543689320388
O11,linear,1,ttc,0,0.0,0.1,47902,0.0603986382857813,0.032441234186464
O11,linear,1,ttc,1,0.1,0.2,46249,0.1440995081799407,0.1011265108434777
O11,linear,1,ttc,2,0.2,0.3,22898,0.2450546284114047,0.2256965673857978
O11,linear,1,ttc,3,0.3,0.4,13042,0.3454119471630021,0.3336911516638552
O11,linear,1,ttc,4,0.4,0.5,7231,0.4446271877700306,0.422209929470336
O11,linear,1,ttc,5,0.5,0.6000000000000001,3989,0.5447656823358131,0.4898470794685385
O11,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,1959,0.6435936958343171,0.5747830525778458
O11,linear,1,ttc,7,0.7000000000000001,0.8,1018,0.7436838756609994,0.6316306483300589
O11,linear,1,ttc,8,0.8,0.9,474,0.8456693588429866,0.5970464135021097
O11,linear,1,ttc,9,0.9,1.0,438,0.952971449725704,0.589041095890411
O11,linear,2,collision,0,0.0,0.1,56866,0.0680337672933903,0.0093553265571694
O11,linear,2,collision,1,0.1,0.2,59187,0.1405898217702023,0.0608748542754321
O11,linear,2,collision,2,0.2,0.3,19104,0.2407368519975237,0.2059778056951423
O11,linear,2,collision,3,0.3,0.4,5923,0.3397467752908223,0.3113287185547864
O11,linear,2,collision,4,0.4,0.5,2056,0.441995324922095,0.360408560311284
O11,linear,2,collision,5,0.5,0.6000000000000001,875,0.5445191144262042,0.3805714285714285
O11,linear,2,collision,6,0.6000000000000001,0.7000000000000001,448,0.6456078003559794,0.3772321428571428
O11,linear,2,collision,7,0.7000000000000001,0.8,293,0.7476955070430509,0.4061433447098976
